Plant,Model,MAE,RMSE,MAPE_pct
Plant 1:,ARIMA,1.0689313806151015,1.4003483697125365,14.987060126139056
Plant 2:,ARIMA,1.3802472286409502,1.5380043185137193,22.358061960292776
